_id,person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
673ec4568fe596bfedd7b35e,32.0,female,Bachelor,54270.0,7,MORTGAGE,6000.0,VENTURE,8.9,0.11,9.0,679,No,0
673ec4568fe596bfedd7e234,26.0,male,High School,111724.0,4,RENT,13000.0,DEBTCONSOLIDATION,10.99,0.12,3.0,588,No,0
673ec4568fe596bfedd7ab22,34.0,male,Associate,78779.0,12,RENT,1300.0,HOMEIMPROVEMENT,6.54,0.02,7.0,588,Yes,0
673ec4568fe596bfedd7e931,35.0,female,Bachelor,52574.0,13,RENT,6150.0,MEDICAL,9.07,0.12,12.0,688,No,0
673ec4568fe596bfedd7b33f,27.0,male,Associate,100378.0,6,RENT,9000.0,EDUCATION,15.31,0.09,5.0,715,Yes,0
673ec4568fe596bfedd7e86d,28.0,male,Associate,33290.0,3,OWN,4308.0,VENTURE,6.05,0.13,7.0,562,Yes,0
673ec4568fe596bfedd7e15f,23.0,male,Bachelor,85449.0,1,RENT,10000.0,DEBTCONSOLIDATION,10.23,0.12,2.0,606,Yes,0
673ec4568fe596bfedd8079b,30.0,male,Bachelor,70993.0,9,RENT,1891.0,MEDICAL,16.17,0.03,9.0,681,No,1
673ec4558fe596bfedd777e3,25.0,female,High School,31207.0,6,RENT,5200.0,EDUCATION,12.53,0.17,3.0,648,Yes,0
673ec4558fe596bfedd78142,23.0,male,Master,75492.0,3,RENT,7200.0,EDUCATION,7.9,0.1,3.0,676,No,1
673ec4558fe596bfedd7621c,23.0,male,High School,60801.0,0,RENT,25000.0,VENTURE,11.83,0.41,4.0,658,No,1
673ec4568fe596bfedd7a3de,24.0,female,Master,43065.0,6,OWN,7000.0,MEDICAL,16.29,0.16,4.0,681,No,0
673ec4558fe596bfedd7623d,23.0,male,High School,17755.0,1,OWN,4000.0,DEBTCONSOLIDATION,11.01,0.23,3.0,580,No,1
673ec4558fe596bfedd77623,25.0,male,Master,55074.0,2,MORTGAGE,9000.0,EDUCATION,6.62,0.16,3.0,653,Yes,0
673ec4568fe596bfedd7dd02,38.0,male,Doctorate,132866.0,14,MORTGAGE,16000.0,PERSONAL,11.99,0.12,17.0,623,No,0
673ec4568fe596bfedd7bbc3,28.0,male,Bachelor,61022.0,6,RENT,8000.0,MEDICAL,7.14,0.13,7.0,612,Yes,0
673ec4568fe596bfedd7adb9,31.0,female,Bachelor,53998.0,7,RENT,12000.0,DEBTCONSOLIDATION,17.27,0.22,7.0,607,No,1
673ec4568fe596bfedd7a124,24.0,female,Bachelor,78958.0,0,MORTGAGE,1525.0,VENTURE,5.42,0.02,3.0,695,Yes,0
673ec4568fe596bfedd7cbf1,35.0,female,Associate,153006.0,12,MORTGAGE,24250.0,MEDICAL,10.38,0.16,6.0,671,No,0
673ec4568fe596bfedd80c3e,31.0,male,Associate,26928.0,9,RENT,8909.0,PERSONAL,9.79,0.33,5.0,665,No,1
673ec4568fe596bfedd799e9,23.0,male,Master,128157.0,3,MORTGAGE,8550.0,VENTURE,9.88,0.07,2.0,554,Yes,0
673ec4568fe596bfedd80ecd,24.0,female,High School,26772.0,1,RENT,6613.0,EDUCATION,12.48,0.25,4.0,641,No,1
673ec4568fe596bfedd79905,24.0,female,Associate,122239.0,0,MORTGAGE,10800.0,MEDICAL,10.75,0.09,4.0,625,Yes,0
673ec4568fe596bfedd7f97b,28.0,male,Associate,76652.0,7,RENT,7761.0,VENTURE,11.81,0.1,5.0,672,Yes,0
673ec4568fe596bfedd7f30f,25.0,male,Associate,84765.0,1,MORTGAGE,25000.0,PERSONAL,9.04,0.29,3.0,584,Yes,0
673ec4568fe596bfedd7fe8b,36.0,male,Bachelor,57773.0,11,RENT,4892.0,DEBTCONSOLIDATION,11.9,0.08,10.0,624,Yes,0
673ec4568fe596bfedd7dcd5,38.0,female,High School,126631.0,13,MORTGAGE,14000.0,HOMEIMPROVEMENT,6.03,0.11,11.0,602,Yes,0
673ec4568fe596bfedd7c467,30.0,female,Bachelor,73145.0,5,RENT,12000.0,PERSONAL,10.99,0.16,10.0,709,Yes,0
673ec4568fe596bfedd7ea97,24.0,male,High School,102582.0,0,MORTGAGE,21905.0,DEBTCONSOLIDATION,7.64,0.21,4.0,609,No,0
673ec4568fe596bfedd79faa,26.0,female,Bachelor,15289.0,4,OWN,2500.0,EDUCATION,9.99,0.16,3.0,662,No,1
673ec4568fe596bfedd80f0a,28.0,male,High School,118971.0,5,RENT,20171.0,PERSONAL,15.22,0.17,6.0,609,No,1
673ec4568fe596bfedd798e0,23.0,male,High School,121110.0,2,MORTGAGE,10000.0,DEBTCONSOLIDATION,13.57,0.08,3.0,611,Yes,0
673ec4568fe596bfedd7fea9,25.0,male,Associate,49247.0,4,RENT,12000.0,DEBTCONSOLIDATION,13.57,0.24,4.0,609,No,0
673ec4558fe596bfedd77e6e,22.0,female,High School,64513.0,0,MORTGAGE,7000.0,PERSONAL,6.76,0.11,2.0,607,Yes,0
673ec4558fe596bfedd78cc4,24.0,male,Associate,87019.0,0,MORTGAGE,15000.0,PERSONAL,15.95,0.17,3.0,632,Yes,0
673ec4558fe596bfedd76385,24.0,male,High School,23071.0,3,MORTGAGE,5000.0,PERSONAL,9.32,0.22,3.0,571,No,1
673ec4568fe596bfedd7b92a,33.0,male,Associate,55192.0,12,RENT,7000.0,VENTURE,10.38,0.13,8.0,691,No,0
673ec4558fe596bfedd778cf,25.0,male,Bachelor,35654.0,0,RENT,5600.0,PERSONAL,13.79,0.16,4.0,622,No,1
673ec4568fe596bfedd7a7c7,27.0,female,Bachelor,271262.0,7,MORTGAGE,14000.0,VENTURE,11.01,0.05,7.0,565,Yes,0
673ec4568fe596bfedd7e17e,38.0,male,Bachelor,138880.0,13,MORTGAGE,8000.0,VENTURE,12.87,0.06,8.0,717,No,0
673ec4568fe596bfedd7ecee,41.0,male,High School,129398.0,18,RENT,3754.0,VENTURE,12.88,0.03,12.0,669,No,0
673ec4568fe596bfedd79b6e,26.0,male,Bachelor,47595.0,5,RENT,15000.0,VENTURE,16.07,0.32,4.0,553,No,1
673ec4568fe596bfedd7e6af,24.0,male,Bachelor,157285.0,3,MORTGAGE,6930.0,VENTURE,10.75,0.04,3.0,684,Yes,0
673ec4568fe596bfedd7fddd,31.0,female,Bachelor,44028.0,7,RENT,3060.0,EDUCATION,6.36,0.07,5.0,656,Yes,0
673ec4568fe596bfedd7dd37,43.0,female,Bachelor,58391.0,21,RENT,15000.0,PERSONAL,12.42,0.26,12.0,735,No,1
673ec4558fe596bfedd794b1,22.0,male,Bachelor,108930.0,0,RENT,12000.0,DEBTCONSOLIDATION,8.94,0.11,3.0,676,Yes,0
673ec4568fe596bfedd7a13a,25.0,male,Bachelor,37107.0,3,RENT,2000.0,EDUCATION,14.22,0.05,2.0,662,Yes,0
673ec4568fe596bfedd8086a,27.0,female,Bachelor,40601.0,3,RENT,5558.0,EDUCATION,11.41,0.14,5.0,656,No,1
673ec4568fe596bfedd7be6e,29.0,female,Master,87456.0,8,RENT,9500.0,MEDICAL,11.26,0.11,7.0,624,Yes,0
673ec4568fe596bfedd7d192,27.0,male,High School,47104.0,5,RENT,5000.0,MEDICAL,9.88,0.11,10.0,605,Yes,0
673ec4568fe596bfedd7e565,32.0,male,Bachelor,217888.0,9,MORTGAGE,7095.0,MEDICAL,7.21,0.03,6.0,601,No,0
673ec4568fe596bfedd7a780,32.0,female,High School,346907.0,10,MORTGAGE,25000.0,DEBTCONSOLIDATION,14.83,0.07,10.0,614,No,1
673ec4568fe596bfedd7e9fd,28.0,male,Associate,68529.0,6,RENT,5000.0,PERSONAL,9.09,0.07,8.0,639,Yes,0
673ec4568fe596bfedd7c71b,34.0,male,Bachelor,83756.0,14,RENT,12800.0,VENTURE,15.7,0.15,5.0,712,No,1
673ec4568fe596bfedd7ecf1,24.0,male,Master,61011.0,2,RENT,7000.0,VENTURE,11.35,0.11,3.0,706,No,0
673ec4568fe596bfedd7a488,26.0,male,Master,61229.0,6,RENT,4800.0,PERSONAL,11.01,0.08,2.0,611,No,0
673ec4568fe596bfedd7ccf1,33.0,female,Bachelor,83584.0,10,RENT,15000.0,HOMEIMPROVEMENT,10.62,0.18,7.0,707,No,1
673ec4568fe596bfedd7dbbd,36.0,male,Master,103077.0,15,MORTGAGE,3500.0,PERSONAL,12.69,0.03,16.0,680,No,0
673ec4558fe596bfedd7879a,24.0,female,Bachelor,78041.0,1,MORTGAGE,12000.0,VENTURE,16.77,0.15,2.0,663,Yes,0
673ec4568fe596bfedd7a5df,23.0,male,Associate,33561.0,0,RENT,6000.0,EDUCATION,11.66,0.18,3.0,637,Yes,0
673ec4568fe596bfedd7d71b,42.0,male,High School,55303.0,19,OWN,5000.0,VENTURE,7.43,0.09,12.0,666,No,0
673ec4568fe596bfedd7df19,37.0,male,High School,108958.0,12,RENT,12000.0,HOMEIMPROVEMENT,7.51,0.11,11.0,653,Yes,0
673ec4568fe596bfedd7d4b8,39.0,male,High School,35606.0,16,MORTGAGE,8000.0,MEDICAL,10.37,0.22,14.0,669,Yes,0
673ec4568fe596bfedd7db8f,38.0,male,Associate,98131.0,18,MORTGAGE,10000.0,PERSONAL,14.27,0.1,16.0,614,Yes,0
673ec4568fe596bfedd79dec,24.0,female,Master,148553.0,4,MORTGAGE,24250.0,DEBTCONSOLIDATION,12.87,0.16,4.0,624,No,1
673ec4558fe596bfedd763de,24.0,male,Master,43287.0,0,RENT,20000.0,MEDICAL,12.53,0.46,4.0,600,No,1
673ec4558fe596bfedd76828,26.0,female,Master,12775.0,3,RENT,1750.0,VENTURE,9.99,0.14,4.0,659,No,1
673ec4568fe596bfedd7fbb4,33.0,male,Master,68554.0,9,RENT,10000.0,EDUCATION,9.84,0.15,6.0,636,Yes,0
673ec4568fe596bfedd79b44,23.0,male,High School,138305.0,0,MORTGAGE,10000.0,EDUCATION,13.06,0.07,3.0,498,Yes,0
673ec4568fe596bfedd8026b,23.0,female,Master,97049.0,2,MORTGAGE,10000.0,PERSONAL,7.66,0.1,3.0,711,No,0
673ec4568fe596bfedd7a928,35.0,female,Master,65594.0,12,RENT,20500.0,PERSONAL,14.61,0.31,5.0,628,No,1
673ec4568fe596bfedd7a763,30.0,male,Associate,98180.0,10,RENT,34000.0,DEBTCONSOLIDATION,10.59,0.35,8.0,649,No,1
673ec4568fe596bfedd7a0f8,25.0,female,Bachelor,96961.0,1,RENT,11200.0,MEDICAL,11.01,0.12,2.0,630,Yes,0
673ec4568fe596bfedd7afba,29.0,female,High School,66915.0,7,RENT,3600.0,DEBTCONSOLIDATION,9.63,0.05,5.0,695,No,0
673ec4568fe596bfedd7aa31,30.0,female,Master,29363.0,9,OWN,7500.0,MEDICAL,7.88,0.26,9.0,708,No,0
673ec4558fe596bfedd7641d,23.0,male,Master,69387.0,2,RENT,20000.0,EDUCATION,16.89,0.29,2.0,600,No,1
673ec4568fe596bfedd7bdf0,31.0,male,Associate,79100.0,6,MORTGAGE,5000.0,PERSONAL,11.01,0.06,5.0,639,No,0
673ec4568fe596bfedd7d5f2,37.0,male,High School,27364.0,14,RENT,4000.0,MEDICAL,10.0,0.15,17.0,713,Yes,0
673ec4568fe596bfedd81077,29.0,male,Associate,37656.0,6,RENT,10272.0,DEBTCONSOLIDATION,11.51,0.27,5.0,524,No,1
673ec4568fe596bfedd7b27b,27.0,female,Associate,43183.0,5,RENT,5000.0,DEBTCONSOLIDATION,11.49,0.12,8.0,676,No,0
673ec4558fe596bfedd779c7,23.0,female,Bachelor,32431.0,0,RENT,6000.0,VENTURE,11.01,0.19,3.0,637,No,0
673ec4568fe596bfedd7d251,28.0,female,Bachelor,80191.0,6,MORTGAGE,6500.0,VENTURE,5.79,0.08,9.0,624,No,0
673ec4568fe596bfedd7c135,32.0,male,High School,66814.0,11,RENT,10000.0,MEDICAL,8.49,0.15,10.0,705,No,0
673ec4568fe596bfedd79a9e,23.0,female,Bachelor,133117.0,2,MORTGAGE,7800.0,VENTURE,11.01,0.06,4.0,559,Yes,0
673ec4568fe596bfedd7a91a,28.0,female,Bachelor,83058.0,6,RENT,21000.0,DEBTCONSOLIDATION,12.69,0.25,8.0,637,No,1
673ec4568fe596bfedd7fcb4,24.0,male,High School,75642.0,0,MORTGAGE,10000.0,MEDICAL,10.77,0.13,2.0,641,No,0
673ec4558fe596bfedd7929c,22.0,male,Bachelor,73088.0,0,RENT,12000.0,MEDICAL,10.37,0.16,3.0,617,No,0
673ec4568fe596bfedd7b25e,35.0,female,Associate,38996.0,15,RENT,5000.0,MEDICAL,9.99,0.13,9.0,640,Yes,0
673ec4558fe596bfedd772f0,25.0,female,Associate,51023.0,3,RENT,4800.0,DEBTCONSOLIDATION,13.22,0.09,4.0,524,Yes,0
673ec4568fe596bfedd7a11f,21.0,female,Master,49193.0,1,OWN,15000.0,PERSONAL,13.16,0.3,4.0,660,No,0
673ec4568fe596bfedd80f98,30.0,male,High School,24052.0,8,OWN,7000.0,HOMEIMPROVEMENT,15.78,0.29,5.0,590,No,1
673ec4568fe596bfedd7d298,29.0,male,High School,181009.0,10,RENT,15000.0,HOMEIMPROVEMENT,16.32,0.08,5.0,668,Yes,0
673ec4568fe596bfedd7be5d,31.0,male,Bachelor,114900.0,8,RENT,9450.0,PERSONAL,6.54,0.08,6.0,597,Yes,0
673ec4568fe596bfedd7b462,31.0,female,Bachelor,104257.0,9,RENT,5000.0,DEBTCONSOLIDATION,11.01,0.05,8.0,660,Yes,0
673ec4568fe596bfedd79ecf,23.0,male,Bachelor,181868.0,1,MORTGAGE,2400.0,EDUCATION,7.49,0.01,2.0,689,No,0
673ec4568fe596bfedd7b089,33.0,male,Bachelor,51622.0,11,RENT,4000.0,PERSONAL,6.39,0.08,9.0,631,No,0
673ec4568fe596bfedd7c8f9,30.0,male,Bachelor,124284.0,9,MORTGAGE,1500.0,HOMEIMPROVEMENT,7.9,0.01,5.0,625,Yes,0
673ec4568fe596bfedd7aecc,33.0,male,Bachelor,58611.0,14,RENT,3500.0,DEBTCONSOLIDATION,11.86,0.06,10.0,650,No,0
673ec4568fe596bfedd7e757,24.0,male,Master,72922.0,2,MORTGAGE,14000.0,VENTURE,9.9,0.19,3.0,682,Yes,0
673ec4568fe596bfedd80e3f,32.0,male,Master,53280.0,8,RENT,15000.0,MEDICAL,6.8,0.28,6.0,644,No,1
673ec4558fe596bfedd78a95,23.0,female,High School,82705.0,1,OWN,14000.0,VENTURE,11.01,0.17,3.0,645,Yes,0
673ec4568fe596bfedd7d98b,43.0,female,High School,75317.0,19,MORTGAGE,5000.0,HOMEIMPROVEMENT,7.88,0.07,14.0,685,Yes,0
673ec4558fe596bfedd786bb,26.0,male,Master,120995.0,6,RENT,8000.0,PERSONAL,16.32,0.07,3.0,621,Yes,0
673ec4568fe596bfedd7e5fa,28.0,male,Bachelor,152111.0,2,MORTGAGE,6000.0,PERSONAL,7.32,0.04,4.0,662,Yes,0
673ec4568fe596bfedd7fe81,26.0,female,Bachelor,85160.0,2,MORTGAGE,16000.0,EDUCATION,8.96,0.19,6.0,529,Yes,0
673ec4568fe596bfedd7b6dc,31.0,female,Bachelor,29512.0,8,RENT,7000.0,MEDICAL,7.51,0.24,7.0,590,No,0
673ec4568fe596bfedd7af6e,31.0,male,Doctorate,31187.0,9,RENT,10750.0,EDUCATION,12.53,0.34,8.0,593,No,1
673ec4568fe596bfedd7bf3e,27.0,male,Master,82832.0,4,MORTGAGE,10800.0,VENTURE,7.88,0.13,8.0,624,Yes,0
673ec4568fe596bfedd7f03e,33.0,female,Bachelor,74474.0,10,RENT,4117.0,VENTURE,8.81,0.06,9.0,600,Yes,0
673ec4568fe596bfedd7e616,27.0,female,Bachelor,63206.0,4,MORTGAGE,14839.0,HOMEIMPROVEMENT,9.82,0.23,5.0,657,No,0
673ec4558fe596bfedd776c5,26.0,female,Bachelor,66973.0,5,RENT,5000.0,HOMEIMPROVEMENT,11.86,0.07,2.0,639,Yes,0
673ec4558fe596bfedd78f0b,26.0,male,Bachelor,91045.0,0,OWN,7200.0,EDUCATION,11.01,0.08,3.0,647,No,0
673ec4568fe596bfedd7b717,29.0,male,Associate,61281.0,9,MORTGAGE,10000.0,PERSONAL,5.99,0.16,5.0,664,No,0
673ec4558fe596bfedd767bb,24.0,male,Master,39682.0,2,RENT,1500.0,MEDICAL,9.91,0.04,3.0,587,No,1
673ec4568fe596bfedd7b25a,35.0,male,Bachelor,38210.0,13,RENT,5000.0,VENTURE,14.35,0.13,7.0,711,No,0
673ec4568fe596bfedd8112a,24.0,male,Associate,41704.0,0,RENT,9000.0,DEBTCONSOLIDATION,15.66,0.22,4.0,668,No,1
673ec4568fe596bfedd7e9d6,46.0,male,Master,214538.0,23,RENT,8915.0,PERSONAL,11.39,0.04,16.0,612,Yes,0
673ec4558fe596bfedd772f8,26.0,female,Bachelor,49812.0,2,MORTGAGE,10000.0,PERSONAL,13.48,0.2,3.0,677,Yes,0
673ec4568fe596bfedd7d714,39.0,male,High School,82725.0,14,RENT,5000.0,EDUCATION,13.49,0.06,11.0,635,No,0
673ec4568fe596bfedd7e387,32.0,female,Bachelor,43396.0,10,RENT,2049.0,MEDICAL,7.2,0.05,9.0,620,No,0
673ec4558fe596bfedd78116,24.0,female,High School,60773.0,3,RENT,7200.0,MEDICAL,13.06,0.12,3.0,605,Yes,0
673ec4558fe596bfedd77e35,24.0,female,Master,63563.0,5,MORTGAGE,5000.0,PERSONAL,8.32,0.08,2.0,671,No,0
673ec4568fe596bfedd7e4a8,31.0,male,High School,31306.0,10,OWN,6626.0,MEDICAL,13.2,0.21,6.0,646,No,0
673ec4568fe596bfedd7f081,30.0,female,Master,40463.0,7,RENT,3000.0,VENTURE,11.62,0.07,8.0,641,No,0
673ec4568fe596bfedd7bfc0,28.0,male,Bachelor,49295.0,4,RENT,10000.0,EDUCATION,12.42,0.2,5.0,693,No,0
673ec4568fe596bfedd7990a,24.0,male,Associate,122028.0,0,MORTGAGE,16000.0,DEBTCONSOLIDATION,7.51,0.13,2.0,540,Yes,0
673ec4568fe596bfedd79eee,23.0,male,Bachelor,38357.0,0,RENT,15250.0,MEDICAL,17.93,0.4,2.0,666,No,1
673ec4568fe596bfedd7e4de,26.0,male,High School,55086.0,3,RENT,11000.0,DEBTCONSOLIDATION,11.23,0.2,6.0,711,No,0
673ec4568fe596bfedd7f237,24.0,female,High School,51151.0,0,RENT,10000.0,EDUCATION,11.74,0.2,2.0,635,No,0
673ec4568fe596bfedd7ae08,27.0,female,Bachelor,73002.0,8,RENT,3000.0,VENTURE,11.71,0.04,6.0,668,No,0
673ec4568fe596bfedd7ad5d,34.0,male,Bachelor,39387.0,9,RENT,3000.0,MEDICAL,14.59,0.08,7.0,657,Yes,0
673ec4568fe596bfedd7ab50,29.0,male,Master,46433.0,8,RENT,1500.0,PERSONAL,12.53,0.03,7.0,560,No,1
673ec4558fe596bfedd77925,22.0,female,Associate,58887.0,0,MORTGAGE,4400.0,DEBTCONSOLIDATION,5.99,0.07,3.0,660,No,0
673ec4558fe596bfedd776cc,26.0,female,Bachelor,67131.0,2,RENT,5000.0,VENTURE,13.48,0.07,4.0,650,Yes,0
673ec4558fe596bfedd767b5,25.0,female,Bachelor,38570.0,2,RENT,1500.0,VENTURE,11.12,0.04,2.0,592,No,0
673ec4568fe596bfedd7adc3,30.0,female,High School,61730.0,8,RENT,12000.0,DEBTCONSOLIDATION,13.48,0.19,6.0,584,Yes,0
673ec4558fe596bfedd78cf5,22.0,male,Associate,51076.0,3,RENT,10000.0,MEDICAL,16.32,0.2,4.0,647,No,1
673ec4568fe596bfedd7f1b1,23.0,male,Bachelor,49107.0,1,RENT,11000.0,PERSONAL,6.12,0.22,2.0,615,Yes,0
673ec4568fe596bfedd7be6b,32.0,male,Associate,79116.0,10,MORTGAGE,5600.0,PERSONAL,11.58,0.07,5.0,666,No,0
673ec4568fe596bfedd79a69,21.0,female,High School,41547.0,0,RENT,15000.0,MEDICAL,11.71,0.36,2.0,576,No,1
673ec4558fe596bfedd79218,24.0,female,Master,97846.0,6,MORTGAGE,16000.0,DEBTCONSOLIDATION,13.22,0.16,2.0,695,No,0
673ec4558fe596bfedd76295,24.0,female,Associate,103400.0,4,RENT,25000.0,MEDICAL,10.62,0.24,4.0,592,Yes,0
673ec4568fe596bfedd7b433,34.0,female,Bachelor,85345.0,13,RENT,5000.0,DEBTCONSOLIDATION,9.91,0.06,7.0,658,No,0
673ec4568fe596bfedd7f307,29.0,female,Bachelor,41983.0,6,RENT,8000.0,DEBTCONSOLIDATION,12.63,0.19,8.0,673,Yes,0
673ec4568fe596bfedd7fbb2,31.0,male,Doctorate,58601.0,6,MORTGAGE,5000.0,DEBTCONSOLIDATION,12.25,0.09,6.0,660,Yes,0
673ec4568fe596bfedd7f15e,23.0,male,Associate,67083.0,0,MORTGAGE,8000.0,VENTURE,14.03,0.12,4.0,628,Yes,0
673ec4558fe596bfedd77498,24.0,female,High School,44528.0,3,RENT,5000.0,DEBTCONSOLIDATION,6.03,0.11,3.0,647,Yes,0
673ec4558fe596bfedd7953a,25.0,female,Master,271040.0,1,RENT,12000.0,EDUCATION,16.49,0.04,2.0,651,No,0
673ec4568fe596bfedd80cc7,24.0,female,High School,39552.0,5,RENT,9250.0,PERSONAL,14.66,0.23,5.0,640,No,1
673ec4558fe596bfedd771b3,23.0,female,Bachelor,49374.0,4,MORTGAGE,4000.0,VENTURE,9.99,0.08,4.0,622,No,0
673ec4568fe596bfedd7c53c,27.0,male,Master,102787.0,4,OWN,19000.0,VENTURE,13.92,0.18,5.0,710,Yes,0
673ec4568fe596bfedd8014c,26.0,male,High School,127368.0,4,MORTGAGE,5000.0,MEDICAL,10.53,0.04,3.0,675,Yes,0
673ec4568fe596bfedd7d686,36.0,female,Master,29634.0,14,RENT,9925.0,MEDICAL,13.06,0.33,13.0,711,No,1
673ec4558fe596bfedd76a6c,23.0,male,Bachelor,36761.0,0,RENT,13000.0,DEBTCONSOLIDATION,13.57,0.35,2.0,650,No,1
673ec4568fe596bfedd7c8f0,29.0,male,Master,123274.0,9,OWN,18000.0,MEDICAL,9.33,0.15,7.0,696,No,0
673ec4568fe596bfedd7f396,27.0,female,Master,78896.0,1,RENT,7000.0,VENTURE,15.85,0.09,7.0,623,No,0
673ec4568fe596bfedd80a28,23.0,male,Associate,66879.0,0,RENT,25000.0,EDUCATION,13.26,0.37,3.0,676,No,1
673ec4568fe596bfedd8008d,26.0,female,Master,48843.0,0,RENT,12000.0,MEDICAL,8.76,0.25,2.0,641,Yes,0
673ec4558fe596bfedd79333,24.0,male,Master,103084.0,4,OWN,8000.0,PERSONAL,15.57,0.08,2.0,605,No,0
673ec4558fe596bfedd779cf,24.0,male,Bachelor,32482.0,0,RENT,6000.0,MEDICAL,13.79,0.18,3.0,649,Yes,0
673ec4568fe596bfedd7f28f,35.0,male,High School,66650.0,12,RENT,14000.0,EDUCATION,11.52,0.21,13.0,625,Yes,0
673ec4568fe596bfedd7e436,23.0,female,Bachelor,67044.0,0,MORTGAGE,5000.0,VENTURE,7.05,0.07,3.0,621,Yes,0
673ec4568fe596bfedd80502,23.0,male,High School,95988.0,0,MORTGAGE,3919.0,VENTURE,9.21,0.04,3.0,617,No,0
673ec4568fe596bfedd80530,25.0,female,Associate,63960.0,2,RENT,7000.0,DEBTCONSOLIDATION,11.6,0.11,3.0,543,No,0
673ec4568fe596bfedd7c733,30.0,male,Master,115123.0,10,MORTGAGE,5600.0,MEDICAL,11.63,0.05,5.0,695,Yes,0
673ec4558fe596bfedd78901,23.0,male,Bachelor,42028.0,1,RENT,9500.0,VENTURE,11.01,0.23,3.0,685,No,1
673ec4568fe596bfedd7c6fc,32.0,male,Bachelor,156937.0,8,RENT,12500.0,PERSONAL,9.99,0.08,6.0,684,Yes,0
673ec4558fe596bfedd7889d,26.0,female,Master,35865.0,3,RENT,9200.0,DEBTCONSOLIDATION,7.49,0.26,3.0,613,No,1
673ec4568fe596bfedd7eb4f,28.0,male,High School,108832.0,6,MORTGAGE,12000.0,EDUCATION,8.15,0.11,8.0,548,No,0
673ec4568fe596bfedd7ad4c,29.0,female,Master,40555.0,6,MORTGAGE,7100.0,VENTURE,16.77,0.18,7.0,624,Yes,0
673ec4558fe596bfedd7642c,24.0,male,Bachelor,73352.0,1,RENT,20000.0,VENTURE,11.01,0.27,4.0,583,No,1
673ec4568fe596bfedd7c465,31.0,male,Master,72864.0,10,RENT,12000.0,PERSONAL,13.98,0.16,5.0,693,Yes,0
673ec4568fe596bfedd7e2fc,28.0,female,Bachelor,77908.0,5,MORTGAGE,7145.0,MEDICAL,8.52,0.09,9.0,693,Yes,0
673ec4568fe596bfedd7ed73,41.0,female,Bachelor,90988.0,18,RENT,12000.0,EDUCATION,7.7,0.13,14.0,668,No,0
673ec4568fe596bfedd7ad80,33.0,female,Master,48925.0,11,RENT,3000.0,VENTURE,5.42,0.06,10.0,706,No,0
673ec4568fe596bfedd7ee28,27.0,female,Bachelor,109367.0,2,RENT,10000.0,DEBTCONSOLIDATION,7.52,0.09,9.0,690,No,0
673ec4558fe596bfedd765cc,22.0,male,Associate,58463.0,2,RENT,17750.0,DEBTCONSOLIDATION,13.49,0.3,4.0,631,No,1
673ec4568fe596bfedd7a8f6,29.0,female,High School,94406.0,3,RENT,23500.0,MEDICAL,11.36,0.25,8.0,603,Yes,0
673ec4568fe596bfedd7e130,28.0,male,Associate,49991.0,9,RENT,9867.0,EDUCATION,9.4,0.2,9.0,555,No,0
673ec4568fe596bfedd7e1f3,30.0,male,High School,63099.0,7,MORTGAGE,12000.0,VENTURE,7.88,0.19,10.0,643,No,0
673ec4568fe596bfedd7cf48,27.0,female,Master,101671.0,4,RENT,7200.0,VENTURE,11.01,0.07,10.0,583,Yes,0
673ec4558fe596bfedd794f2,25.0,male,High School,94608.0,2,RENT,12000.0,MEDICAL,16.4,0.13,4.0,665,No,1
673ec4568fe596bfedd7d230,31.0,male,High School,60688.0,11,MORTGAGE,4800.0,DEBTCONSOLIDATION,6.03,0.08,7.0,634,Yes,0
673ec4568fe596bfedd7dc78,45.0,female,Doctorate,80023.0,24,RENT,13650.0,HOMEIMPROVEMENT,12.42,0.17,11.0,669,No,0
673ec4568fe596bfedd7cd6f,28.0,male,Master,111467.0,3,RENT,15000.0,DEBTCONSOLIDATION,7.9,0.13,9.0,600,Yes,0
673ec4568fe596bfedd7d227,33.0,female,Bachelor,29793.0,9,RENT,10000.0,MEDICAL,8.9,0.34,10.0,664,No,1
673ec4568fe596bfedd7b654,33.0,female,High School,61404.0,11,OWN,8300.0,EDUCATION,11.01,0.14,7.0,685,No,0
673ec4568fe596bfedd8030e,26.0,female,Bachelor,40346.0,2,RENT,4000.0,DEBTCONSOLIDATION,7.16,0.1,8.0,603,No,0
673ec4568fe596bfedd7b8bc,29.0,female,Bachelor,65856.0,4,MORTGAGE,5000.0,DEBTCONSOLIDATION,7.14,0.08,5.0,664,No,0
673ec4568fe596bfedd7ce5c,34.0,male,Bachelor,330971.0,13,MORTGAGE,25000.0,VENTURE,16.32,0.08,9.0,632,No,0
673ec4568fe596bfedd7def6,38.0,male,High School,74399.0,18,RENT,1000.0,EDUCATION,9.45,0.01,12.0,681,No,0
673ec4568fe596bfedd808e7,24.0,female,Associate,83924.0,1,RENT,10000.0,HOMEIMPROVEMENT,16.43,0.12,4.0,646,No,1
673ec4568fe596bfedd7f35e,27.0,male,Bachelor,22749.0,5,RENT,2678.0,PERSONAL,9.96,0.12,5.0,682,No,0
673ec4568fe596bfedd7da04,41.0,male,High School,80137.0,20,MORTGAGE,10000.0,VENTURE,6.62,0.12,12.0,649,Yes,0
